tweet,emotion,magnitude
Ill say it again. If I was a Black man Id be afraid to leave my house or have a moving violation.\n\n #TerranceCrutcher #truth ,sadness,0.542
"@narcissusheiyan  maybe itd have been different if I stayed for sixth form? But still, the oppressive architecture, uninteresting people",sadness,0.542
@WYSdaily Im confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth #sad,sadness,0.542
"Whats good is that we already hit rock bottom, even though Im about two more seasons away from new depths of despair. #playoffs? #NJDevils",sadness,0.542
"Absolutely can not believe the generosity pouring out for us, but Id give everything I have for Nick to be healthy and happy. #lost",sadness,0.542
i got his bitch depress,sadness,0.542
@Groupon_UK who do I contact about a shocking experience with Clear Sky Holidays booked through you guys?? #customerservicefail #dreadful,sadness,0.542
"@cotsonika @NHL well, they should all be unhappy for the way they played.  Right @fmjacob ??",sadness,0.542
"@simslover163 I guess it must be really expensive... For me its that the whole family stayed in Poland, so I really miss them...",sadness,0.542
Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable.  Sydney J. Harris,sadness,0.542
untypical kinda Friday #dull,sadness,0.542
"My oldest cat pisses me off. Shes always been weary of Kennen (senile kinda), but recently shes been sweet. Until she attacked and bit him.",sadness,0.542
@WestermannNina xDD its a song that can not be weary (?),sadness,0.542
Feels grim not having your nails done,sadness,0.542
"How could such a crooked,stuck up,delusional,dim&amp; #dark hearted dud be surprised losing&amp;prob also ppl wont let their crimes drop! #nwo imo",sadness,0.541
That AK47 leave your spine with a frown,sadness,0.521
a good shorty has so much to offer &amp; its sad that some of you niggas dont even see it when she right in front of your face and too late,sadness,0.521
@theJeremyVine Noel Edmonds reckons a cat hes talking to is stressed because of the uncertainty over #GBBO future!?!? #plot #lost,sadness,0.521
One way ticket to the blues.,sadness,0.521
@SWP_Roads   How dull.,sadness,0.521
"@thehill George H. Establishment is unhappy Trumps campaign branded his son low-energy, but he could not have beaten the others either.",sadness,0.521
Marcus Roho is dreadful,sadness,0.521
"Im kind of confused.  The one thing i do right now has a great future, but on the other hand so does the new thing .  #needhelp",sadness,0.521
Finished writing my second book tonight. #somber #sad #youpromised #havemercy #author #writer #needpublisher #beingedited #workingonsidebook,sadness,0.521
@ArcadianLuthier -- taking out his feelings on Kei unfairly. His lips form a frown as he tries to walk away.,sadness,0.521
@DeltaAssist Tried 2 get earlier flt 2day  @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind ,sadness,0.521
Thank God she warned me before I walked to that sink cause lord knows I wouldve been sick to my stomach and wouldve wanted to sue lbvfs,sadness,0.521
So now... yeah. Im home again.\nStill feeling mixed up inside &amp; kinda gloomy. But a little more optimistic that Ill figure this out.,sadness,0.521
penny dreadful just cleaved off a fraction of my heart,sadness,0.521
"@fitzstockcharts Gundlach calling for rounding top, doom and gloom, 15% down move",sadness,0.521
"Everything is far away because time is short, no rest for the weary.",sadness,0.521
@chelseafc let them know its the #blues,sadness,0.521
We want to help you with your #depression. Give our office a call to learn how #TMS may be the treatment youve been waiting for!,sadness,0.521
"@AliceGoodman17 i dunno, Im getting less of the spacious lovely autumnal melancholy from our present apocalypse",sadness,0.521
Got paid to vacuum up rat poop. (-: never a dull day in the biology department ...,sadness,0.521
"#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, ",sadness,0.521
@pandaflo22 We are sadden by this because we always strive to bring the best service to our customer. We will always be here for you. CM,sadness,0.521
Someone needs to tell Candice shell be stuck with that shitty pout if the wind changes. #GBBO,sadness,0.521
When health insurance wont cover TMS but they let me know they cover ECT #mentalhealth #psychology  #TMS #ECT,sadness,0.521
@PurpleReplisol meden is frowning at you with her non existent face,sadness,0.521
@realDonaldTrump negative campaign of doom and gloom dont win elections,sadness,0.521
"if you have been on depression too u shouldnt be judging him and exposing him to everyone, but helping him",sadness,0.52
@mattwruff sadly there is constitutional RIGHT to have abortion. Yet there is constitutional RIGHT to life. Safety net protects those rights,sadness,0.514
@HeyCaraJay I am inconsolable at this GIF in context,sadness,0.509
"@StarklyDark Come here. Come on. Into my arms. Im not going anywhere, Tony, I swear. Steve told him, quiet and solemn.",sadness,0.5
Lisa: Getting what you want all the time will ultimately leave you unfulfilled and joyless.,sadness,0.5
@harowe this sad truth!,sadness,0.5
@questlove when are people going to realize that these riots are just perpetuating hate. Saying youre going to boycott a city!?! #lost,sadness,0.5
Dont wanna go to work but I want the money ,sadness,0.5
@ManUtd Rooney needs to come off! Absolutely dreadful!  class goal from @carras16 @carras16 showing why he should be in the team!!,sadness,0.5
Yall tune into Snapchat for Beans funereal,sadness,0.5
"At my funeral, when they close the casket, I want them to play, Call recording has completed. -@GlenEwing #lost #podcasting #talkshoe",sadness,0.5
@RyhenMessedUp goodbye despair,sadness,0.5
Ffs dreadful defending,sadness,0.5
@raylewis name change Uncle Remus Lewis #foh #theydontlikeyoueither #lost #unwoke,sadness,0.5
"the waitress recognised me from last time i was in there moping, after my interview haha",sadness,0.5
What day is it #lost,sadness,0.5
Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised #sad,sadness,0.5
"@ChibiReviews Post series depression can be quite bad, but it will get better, I bet someone will pick the novel soon in the west.",sadness,0.5
@iTriborg  make him feel vigorous. Fine. You can kill me now. Said Hestia with a display of only despair rather than her joyful ,sadness,0.5
"236:416 While she was in her dull and sleeping hour,\nA crew of patches, rude mechanicals,\n#AMNDBots",sadness,0.5
"The 2nd step to beating #anxiety or #depression is realising that its not about waiting for ...., Take action yourself now.",sadness,0.495
@SimonSSSJ123 @EllieG10853 @Onision @Eugenia_Cooney he sure as hell helped me with my depression and still does,sadness,0.485
@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later  #protest #PoliceShootings #suggestions,sadness,0.479
"@Nataliem55 sadly, war has often been the factor that jump starts US economic growth",sadness,0.479
@GrimsToyShow grim what the fuck going on with these dame fucking clowns takeing the gameing channel if I had a way to nj I would delete,sadness,0.479
"Leeds surely to drop the prices for that cup tie, rather than the dismal attendance last night..",sadness,0.479
@greencapt theres something to note in the fact that the mask manufacturer produced her smiling and him frowning.,sadness,0.479
The word happiness would lose its meaning if it were not balanced by sadness.,sadness,0.479
@TouchPH  The solution is to punish the criminals. Thats the only way to discourage crime. or the circle will continue.,sadness,0.479
@KristenWACamera I really enjoyed both episodes. I had a bit of a gloomy day today but I feel a sense of inspiration from listening.,sadness,0.479
"1Pet 4:7  But the end of all things is at hand: be ye therefore #sober, and #watch unto prayer",sadness,0.479
"@aidanparr haha!! No, sorry was it too grim even for you?! It disturbed me &amp; im starting to lose all trust in Twitter generally!!",sadness,0.479
"Literally had a guy (a some-would-say-successful guy) tell me this ship will sail kay guy, first, youre working with a sub, last, it sunk",sadness,0.479
@RaveenElexiis I fought a racist girl and she stayed in GAVC so if you get kicked out I call BS,sadness,0.479
How brave are the young individuals that have opened up to us about their #depression and #anxiety to help raise awareness!! @beyondblue,sadness,0.479
Just rough situations all around for Schalke and Werder Bremen to start the campaign. Bremen dashed late with a new manager. Both with 0.,sadness,0.479
"Dont blame yourself, he spoke, as if she were in the room, kicking the chair beneath him.\n#amwriting #dark",sadness,0.479
"@ActualFlatticus @veggie64_leslie @mtracey Call me a pessimist, but I dont think therapy can fix whatever is wrong with Anthony Weiner.",sadness,0.479
November #canola lost $5.50 to $464.20 per tonne.,sadness,0.479
"@ticcikasie1 With a frown, she lets out a distraught Gardevoir saying that she wishes she had a trainer",sadness,0.479
Brad Pitt being investigated for child abuse?! this all just got really #dark,sadness,0.479
Bare videos online but does anyone get rehabilitated? Does anyone actually get help for their affliction? Or do we jut get twitter videos.,sadness,0.479
Always do sober what you said youd do drunk. That will teach you to keep your mouth shut. \n Ernest Hemingway #quote,sadness,0.479
"[My teeth were sunk down into the vein of the poor woman who had accidentally had a small problem with her engine, just outside of --",sadness,0.479
@lebara - worst possible decision I could have made when arriving in the UK. Shocking service. Poor coverage. ,sadness,0.479
lost my 244 day snapchat streak im done,sadness,0.477
@ReserveHinata tend to them hes going to get infections. \n\nHes frowning and looking down as he does this. \nIt must hurt damn.],sadness,0.475
@EmotionalLimine youre sadly mistaken if you think Id make a tweet for an isolated comment by a random twitter user.,sadness,0.469
@ATTCares why do I have 2 wait 48 hours to call YOU back to cancel an order I JUST placed after already spending 2 hours on the phone?! ,sadness,0.464
i stopped watching gotham cause they dropped off tabitha and barbs relationship and made her pine after the main,sadness,0.461
"@_JuliaSteiner : I liked that she was not moping around in all of the episode. She had a moment of emotional weakness, felt sorry about -",sadness,0.46
@WYSdaily Im confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth ,sadness,0.458
Never leave me alone with my credit card. Nope nope mope.,sadness,0.458
@SandraTXAS @6bird4 @CajunKangaroo @justanavywife please. Or you could be clouded by your passion. Emotion leads you from the truth.,sadness,0.458
The horrible puns for the day have been made. I shall return to my cage in a dark corner by myself while crying &amp; laughing hysterical now.,sadness,0.458
"My house isnt always a mess but when it is, its when i have friends coming #mess #serious #twitter #problem #like #friends #filthy #home",sadness,0.458
We can easily #forgive a #child who is #afraid of the #dark; the real #tragedy of #life is when #men are #afraid of the #light.Plato,sadness,0.458
"@DxfyingGrxvity - that were rather forlorn, scanning the witches house before resting back on Elphie. The Grimmerie is gone.",sadness,0.458
@FacMagnaAmerica  #CureForInsomnia And the left said WE were all doom &amp; gloom. The Trump Train is so much more fun!,sadness,0.458
History repeating itself..GAA is our culture how dare anyone think its ok to discourage any Irish person from attending any match or final,sadness,0.458
Mayor visits downtrodden part o town in brave PR stunt. More at eleven.,sadness,0.458
went to Pet Supplies Plus tonight but @neitzkeamara was not working I feel #lost and #confused,sadness,0.458
@mik61scot @longshankseddie @ROSAZAMBONINI @YouTube I thought it was because she once sunk her teeth into something thats meant 2b sooked,sadness,0.458
@VivYau is it all doom and gloom? I only want to hear lovely things about airbnb!,sadness,0.458
"@ynnsanity Maybe thats why, were asked to study hard and get a job that we like. That way it wouldnt be that dreadful.",sadness,0.458
"@Cpt_SRogers_\nWell it can go one of two ways. You either get over it and accept it, because its not going to change, or you mope about --",sadness,0.458
@CarrieLynne2323 totally get it. When youve said no to donuts 13 times one week and lost 0.3 lbs you get discouraged! But its not linear ,sadness,0.458
You dont know how to love me when youre sober #sober #selenagomez #revival,sadness,0.458
@SkyNews err I wasnt gloomy.  17.2 mio people were not gloomy only #remain were #Brexit,sadness,0.458
"@coalese . Sure half these stars get together,break up,have affairs,let porn vids slip out,fight,ect etc all to up there ratings. #sad ",sadness,0.458
Im so serious about putting words in my mouth bitch dont add  the  to my sentence if I didnt say that shit on bloods,sadness,0.458
@theflabar Its a #foggy and #dark morning here - so #filter this time.  For #lighting purposes. :),sadness,0.458
What do you do?\nYou are not worthy enough to know. #what #serious,sadness,0.458
"If a friend lost his/her phone, how long do they have to mourn their lost phones before you ask for their earpiece?",sadness,0.458
"@LucidBurrito Doesnt do it to anyone else, he literally pulled me into the office cause someone complained I spit in the sink yesterday",sadness,0.457
Why doesnt anybody I know watch penny dreadful? ,sadness,0.455
Am a very old person I cant handle some stuff....lol I just left her there.... Get back to me when youre sober,sadness,0.455
@BTS_twt people have so much negativity filled inside them but im always happy that in such a gloomy world someone like u exists Namjoon,sadness,0.45
. @UNFCCC @uncclearn The problem is the time it has taken to do this means its going to be out of date already. #sadly,sadness,0.445
"Trying to think positive, and not let this situation discourage me ",sadness,0.44
Candice on great british bake off with that pout does my head in ,sadness,0.438
@BBCSport too dull for the UK.,sadness,0.438
@LazyBoiSam blues... blues? ,sadness,0.438
Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think were OK,sadness,0.438
"@kikibug13 Dont look. Youll only be very, very unhappy. \n\n(NNGH. I got the email notif THANK YOU.)",sadness,0.438
Positive thoughts on these gloom cloudy days,sadness,0.438
When youre on a train as its pitch black outside and you have no idea where you are... #travel #whereami #lost #adventure,sadness,0.438
"@Ren102e906 Just do what you can, dont get discouraged, maybe some prayers for divine intervention to help you would help :)",sadness,0.438
"@Janet_Reid Wonderful post! Novelists shouldnt be discouraged by rejection, but they usually are because their work is so personal.",sadness,0.438
Cheap pout my brodcast,sadness,0.438
"So I tried to give her time to sober up, while waiting at the our friends house. 2 hours later, gal wake up out her nap to vomit again.",sadness,0.438
@alisontis otherwise youre committing a crime against your soul only sober ppl know what is good or bad for themselves,sadness,0.438
@rickygervais my first time in Slough so checked out the new station floor #sad #LifeOnTheRoad,sadness,0.438
"Niggas murking in each other. In murky water, I try to swim.",sadness,0.438
@talkRobyn oh dear I have to watch this the woman with the pout did well,sadness,0.438
As I lost my heart to you there in the dark.. Underneath the stars ,sadness,0.438
Its dark,sadness,0.438
$FOGO max pessimism here and no bottom (yet).  Has a solid PE ratio for a restaurant.  Lets catch it at 8 level or 10 level if it comes.,sadness,0.438
@ThatWhiteSoxFan @tbtrill not as sad as the White Sox playing record ;),sadness,0.438
@BeeTuppy Were sorry to hear about the issues and how this is making you feel. We dont like to hear our customers being unhappy :-( We,sadness,0.438
and naoto nod she also like tha bands. but she also frown. Will the bands Papa Roach be at concert...?,sadness,0.438
@delhi_lawyer @BhagwanUvach @ShivAroor sad . This is not film story. Who knows could be ploy to escalate tension. Unverified report no hype,sadness,0.438
@Samkingftw nahh thats grim,sadness,0.438
"Its my last week at CN! Im gonna be sad to leave, but this will also be my first planned break since going into animation!",sadness,0.438
"@AdamAaronovich Well, theres no need to sulk. You can always request a song, you know.",sadness,0.438
"@BonesARP That is a disappointment.\n\nHe fakes a pout, then starts to chuckle.",sadness,0.438
Shoutout to the drunk man on the bus who pissed in a bottle and on the seats ,sadness,0.436
"LORD MAKE ME AN INSTRUMENT OF YOUR PEACE  Where theres hate, let me sow love  Where theres injury, pardon  Where theres despair, hope",sadness,0.427
"@VileBairn Turning then, the older woman looked at Sybil with a most somber expression. \n\nShe ran away from me. But I cannot blame her.",sadness,0.426
An hour played and @ASFCofficial have conceded less at West ham than @ManUtd have at northampton.  Let that sink in.,sadness,0.42
some people leave toilets in fucking grim states,sadness,0.42
@jeremycorbyn @magstogether my god is @jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime ,sadness,0.417
NLs top bureaucrat is a director of a group formed to oppose NLs top megaproject. #nlpoli - never dull,sadness,0.417
@jwonder81 @MacadamionNut well of course.Progress for the sake of progress must be discouraged. The problem is the substance of the rhetoric,sadness,0.417
Already plotting next steps if I get cut off by the same minivan in tomorrows drop-off line. #preschoolpolitics #momthings #serious,sadness,0.417
The Sunderland time line is quite funny with all the doom &amp; gloom in facing us and the long trip to us midweek. #whatgoesaroundcomesaround,sadness,0.417
"@Gsmsbooksrus @goodreads so shines a good deed in a weary world Roald Dahl, Charlie and the Chocolate Factory",sadness,0.417
"Like keep grinding boy your life can change in one year, and even when its dark out the sun is shining somewhere...",sadness,0.417
"@EllenMellon_88 Got #mybrokenfoot running Great North Run, cant wait to run again in a few months time - be mostly dark then! #ukrunchat",sadness,0.417
Awareness of time is awareness of time lost. #awareness #time ,sadness,0.417
the ending of how I met your mother is dreadful,sadness,0.417
"@JoyceCarolOates \nBreath. You are trending despondent. Mrs Clinton will win. If you keep your gloves on, guard up, and punch like hell.",sadness,0.417
@A_RockasThe U.S. has added years to the Syrian conflict by arming the rebel army. You would think that Iraq had sunk in with Kerry.,sadness,0.417
"When we are weak &amp; in despair, our Mighty God is near;He will give us strength &amp; joy &amp; hope, &amp; calm our inner fear, just have faith &amp; trust.",sadness,0.417
Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencers is #lost,sadness,0.417
#vinb Im alot more interested in hearing bout differences between parties political ideologies. Parties murky origins r irrefutable #vinb,sadness,0.417
Higginbothams flippant dismissal of any worries around Carricks lack of pace is dismal. Against nimble midfielders Carrick will be exposed,sadness,0.417
Flight 815 crashed on The Lost Island 2004 #lost @JoshuaJThurston,sadness,0.417
@littlebakaa @AlcohoIPorn give me a smiling emoticon will ya? i dont like the idea of you frowning &gt;.&lt;,sadness,0.417
"The man who is a pessimist before 48 knows too much; if he is an optimist after it, he knows too little.\n-Mark Twain",sadness,0.417
@DaltonRapattoni sadly i have to go to bed now dont announce anything while im gone thank u i love you,sadness,0.417
@MSNBC @fox @cnn @realDonaldTrump @HillaryClinton. Using fear to state his views. Not getting the facts before making a serious statement???,sadness,0.417
Marcos rojo plays for man united !!  Just let that sink in !!!,sadness,0.417
"Sometimes people leave you halfway through the wood. Do not let it grieve you, no one leaves for good. #youarenotalone #nooneisalone",sadness,0.417
i lost my wallet lol.... again....,sadness,0.417
"Whats a Kalis kitten? [She asked, a frown curling on her fair skinned forehead as he showed her the scar] A cat did - (@ScarredTiger)",sadness,0.417
@ksmitely @CitizenMeh I feel strongly that we need to work together to right this dreadful wrong.,sadness,0.415
@raylewis name change Uncle Remus Lewis #foh #theydontlikeyoueither  #unwoke,sadness,0.414
Sister: (Canadian player does something shady.) Jonathan Toews is frowning and he doesnt know why. #WorldCupOfHockey,sadness,0.404
Candices pout gets more preposterous by the week. This week its gone a bit Jack Nicholsons Joker. #GBBO,sadness,0.397
@MHChat #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process ,sadness,0.397
@TehShockwave turn that grumpy frown upside-down\n\nYou did something next to impossible today,sadness,0.396
I have serious problems with the expectation that private philanthropy should replace functional government services...this is dangerous,sadness,0.396
@LidlUK Just bought a pack of two medallion beef steaks. Got home. Cooked them. One steak is 100% pork. I had one unhappy mother. ,sadness,0.396
"Hopefully next time we play a L1 team, 1 of the players scores, takes his shirt off &amp;jumps into away end purely to wind up the joyless cunts",sadness,0.396
Lifes too short to be frowning for so long,sadness,0.396
A Leopard never changes its spots! #lost,sadness,0.396
In need of a serious nap rn,sadness,0.396
"Sky news still pushing the Brexit gloom line, managing to ignore the fact its simply not happening. But in the future.....",sadness,0.396
@DrSRSheikh: And who asked you to gate crash with your dumb idiosyncrasies when sober people are analyzing a situation!\n@BanoBee @AK_Forty7,sadness,0.396
"A pessimist is someone who, when opportunity knocks, complains about the noise.",sadness,0.396
@lee_family5 @USAneedsTRUMP @HillaryClinton @realDonaldTrump You cant be serious. This man practices no religion. Only in church campaignin,sadness,0.396
"@JohnWildy71 something, too confused to type an entire word  See, I can laugh again. My hour of sadness has almost passed",sadness,0.396
@jenhasonen it is supposed to be #dark and #gritty though,sadness,0.396
"This pretentious dick in Night Gallery just fucking, used a towel to dry off his sink",sadness,0.396
"Thats me for the evening, though! Way too lit to finish these off properly without causing some serious mischief.",sadness,0.396
"Interview preparation, I hate talking about myself, one dull subject matter! #yawnoff",sadness,0.396
@duncantrussell does Remo Williams ever actually save anyone or does he just sulk around killing random undesirables ?,sadness,0.396
@JoaquinPutoAmo vas a ir al de the amaity affliction?,sadness,0.396
@Fatumoriginal theres no sitcom better! If u cant laugh at Sheldon or Leonard then u are sober for real! No two ways about it,sadness,0.396
The immense importance of football is sometimes scary. When you dont win you are responsible for so many unhappy people. - Arsene Wenger,sadness,0.396
"Kudos to TC for benching Bruce. He isnt helping the team, so he rides pine. We have games to win. Discussion over. #Mets",sadness,0.396
"People want me to go pine ridge, little wound or Oelrichs. Starting to think about transferring but I wanna stay at cloud. Decisions man.",sadness,0.396
Cam cannot be serious with that IG post and that stupid ass font he uses. Wouldve been better to just say nothing.,sadness,0.396
@VosachResrus ^ll just #wobble carry you #sink,sadness,0.396
No episode today! Whilst editing there was a power outage! We will rebuild...tomorrow #podcast #lost #editing #fail #tomorrow,sadness,0.396
@10carley what a sulky pants!,sadness,0.396
Seeing something that hurt so much in the past in front of me now and not a single sign of grieve. Magicalllll.  ,sadness,0.396
"Im done with your piano, blues playing, smooth talking ass. On to the nexttt",sadness,0.381
were sat in my sat room cloved watchin Manchester Unide @ManUtd v Norffampton do you fink but @WayneRooney is still goal fret at iced level,sadness,0.375
"It is a solemn thing, and no small scandal in the Kingdom, to see Gods children starving while seated at the Fathers table. -AW Tozer",sadness,0.375
Hey @AppleSupport - how do I find my play history on new #ios10 #appleMusic #music #lost,sadness,0.375
Do not grow weary in doing good. The treadlines are better than deadlines. @billclinton #CGI2016,sadness,0.375
Fellaini has been playing ahead of this guy...just let that sink in,sadness,0.375
@SatansLezzie @gehrig38 @joesmith12431 @ejamesl I think he was huffing that pine tar they use for bat gripping.,sadness,0.375
Gonna be a loooooong year as a Browns fan. Longer than normal and thats ,sadness,0.375
@RossKemp great programme tonight  #upsetting #extremeworld,sadness,0.375
Just told me wife there was a chance it would be 2 Sydney teams in AFL grand final. Her response: theres two SYDNEY AFL teams? #serious,sadness,0.375
"@MoneyJay901 hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there.  #ignorant",sadness,0.375
Floofel.i wonder if your mother knows how dark your humor can be.Needs to realize how much of a butt Apple is. Pastels and cats.cutie pie.,sadness,0.375
Damn gud #premiere #LethalWeapon...#funny and #serious,sadness,0.375
"@sundersays made me laugh, that quote. In a sort of rueful way.",sadness,0.375
"But When it come to a serious situation, I be glad I gave it deep thought ",sadness,0.375
All this doom and gloom! We scored from open play again! And only conceded two this time. #progress they means a 1-1 draw on Saturday for me,sadness,0.375
Contactless affliction kart are the needs must regarding the psychological moment!: xbeUJGB,sadness,0.375
"@LBardugo Start w/ the 3 songs in Blue Neighborhood\n1) Wild\n2)Fools\n3)Talk Me down for #Wesper\nAlso,\n4)Too Good.  #serious kaz/inej feelz",sadness,0.375
"the grave of a beat, a bravehearted cave lover, cage lover, sage #lover who made #soup of you, twisted to spoony #melancholy, spikes, spices",sadness,0.375
"Like, loon attic. Luckily it quickly sunk in that it was the wrong pronunciation, but I still couldnt stop saying it. It just stuck.",sadness,0.375
"Im onto you, @Sargon_of_Akkad, I know you secretly pine for a masculine order, objective morality, and disciplined transcendent pursuits.",sadness,0.375
Some Erykah Badu to sedate me ,sadness,0.375
"@MarGraham I am practically obsessed with it, the very thought of their departure makes me feel both melancholic and grateful.  Safe journey",sadness,0.375
Dont get discouraged when simple minds dont see your vision,sadness,0.375
#ThankYouCGI - Do not grow weary in doing good. #CGI2016,sadness,0.375
@jodikantor @nytimes only if YOU will pay for them and YOU will be responsible for them and their doings. #sober #real #blind,sadness,0.369
Im too sober time to get shit faced,sadness,0.36
I dont want perfect. Its too boring and dull.,sadness,0.36
@LacesUntied_ yea lol catchy you fret,sadness,0.358
@TimewarpArcade @tenpencearcade Do you really have to pedal like a nutter to get anywhere? I remember it being more sedate.,sadness,0.355
"AQW shouldve always stayed in the 08 art style, now its just a competition to create more detailed art each time.",sadness,0.354
"Pops are joyless, soulless toys which look nearly identical.  They are the perfect expression of consumerism.  I enjoy this franchise",sadness,0.354
"@DinoHyogi Hakyeon takes all the attention happily, perching on Wonshiks shoulder to sulk when Jaehwan accidentally caused a tiny explosion",sadness,0.354
@m_giacchino will this be aired on radio or filmed? Lots of fans over the pond too! #wales #lost,sadness,0.354
there are #serious #chinks in #Indias #armour\n#protein\n#malnutrition\n#feedingIndia\n#skillingIndia\n#cognitive #deficit\n@Abhijit_Iyer,sadness,0.354
"From what I know of the man, I have to assume that @realDonaldTrump has had a heated argument with his own penis. ",sadness,0.354
Standard Candice starting the show with a pout #startasyoumeantogoon #GBBO,sadness,0.354
@shopgreenwich #ldf16 what shall we do this weekend?  #spraypainting in #greenwichmarket with @SNUB23 #core246 #lilylou #fret &amp; #benoakley,sadness,0.354
"@MendipHillsAONB do we think the swallows and swifts have gone? Photod 3 nights ago, not seen since.  #Autumn",sadness,0.354
@patthemanager how could I work with @chancetherapper . ? #serious,sadness,0.354
@marielleblaine8 @princesskeilani I told pine I didnt want it so I didnt have to have it,sadness,0.354
Why is it that we rejoice at a birth and grieve at a funeral? It is because we are not the person involved.  Mark Twain,sadness,0.354
Now they fret about scuffs. Ill take scuffs (whichcome in) for a phone I can use wet handed or drop in a toilet any day.,sadness,0.354
So @JeffProbst those of us born in 85 have no generation! Where is the gen-less tribe! Ha! #survivor #lost soles,sadness,0.354
@MarianKeyes maybe he had constipation issues..? Not that I KNOW dates relieve such an affliction! No way jose!,sadness,0.354
Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable. - Sydney J. Harris,sadness,0.354
Learning how to use twitter #lost,sadness,0.354
"@TheRandomAnt @meg_m203 yeah, they figured that ornaments are way more wanted than spektar and desolate gear. Well they thought right.",sadness,0.354
Corbyn loses and I walk up to a crying Corbyn supporter and whisper\n\nDont mourn. Organise\n\nAnd laugh and laugh,sadness,0.354
@Netflix_ME penny dreadful season 3?,sadness,0.354
#Always #borrow #money from a #pessimist. He wont #expect it #back.,sadness,0.354
"-- used as a pawn in this red womans game] For now, try not to fret and act as if nothing is amiss. This is a royal -- @TheLadyOfGlenco",sadness,0.354
"@_noTORIEty lol senior year we would get early dismal for work study ,he was her boss and you know what happened next ",sadness,0.354
In serious need of a nap,sadness,0.354
@rihaBabyJ Aw no problem. I just felt like speaking because I felt the same before and I want you to overcome it and not be discouraged. :),sadness,0.354
@janhopis I found the first few episodes of Bojack incredibly funny. Then it got less funny but I stayed for the #drama,sadness,0.354
"I dont know why everyone is pretending to be sad about angelina and brad, everyone knows his dumb ass shouldve stayed with jennifer.",sadness,0.354
@IMKristenBell @lauralittlelegs pine nut.... Chestnut....peanut....wait... Wrong film,sadness,0.351
"Never switched up, stayed down this the same person since day one.",sadness,0.347
Do not grow weary of doing good a lasting legacy @billclinton @ClintonGlobal #CGI2016 #thankfulmoment @ProjectThankful,sadness,0.343
And with rich Fumes his sullen sences cheerd.,sadness,0.342
I told my chiropractor Im here for a good time not a long time when he questioned my habits and yet again I have unnerved a doctor,sadness,0.34
"@Courteoussoul @MattyMcDee Im at 349 and just decoded 20 or more blues and not one was over 340, where you getting your blues?",sadness,0.333
First weekend of fall; lets see if I can stay disciplined to this seasons goals. #fitness #running #sober #Mindset #firstfriday #family,sadness,0.333
Some #people already talks about #Halloween \nYoull get some #dark #music to go with it\n#gothic #bloody #HalloweenHorrorNights,sadness,0.333
"@KhoroshiySoldat --prepared.\n\nNot as far as I know. was her dull reply. There are still survivors, members from it. Like I said,-/",sadness,0.333
@BookOfKaells @quennell3_ no blues?!,sadness,0.333
"In the name of our Lord &amp; Saviour Harambe we pray, bless all apes across the world.\n\nHear our solemn oaths and pardon sympathetic hominids.",sadness,0.333
"@msfang they say you attract what you see, maybe I shouldnt be a pessimist but I dont wanna take any chances lol cant wait to relocate",sadness,0.333
Bro Why pine green forget me nots are mediumpurple pickering is not lit and so on,sadness,0.333
@JonathanHatfull Ill look forward to it. Hoping for lots of stetson-tilting and rueful looks into whiskey glasses.,sadness,0.333
theres shaytan in this room wallahi its been dark all the time now the lamp is on!! omg shaytan,sadness,0.333
"@UltimateBoxer My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding, no Im fine-",sadness,0.333
@Bietron  dont be sad.. btw good night davina..go sleep larh..,sadness,0.333
Refuge Recovery Boston - Weds 7:30-9 pm. #healing #support #addiction #recovery #buddhism #meditation #sober #cambma #meeting #harvardsq,sadness,0.333
More #checking at #work today\n\n#coffee #drank and now its #down to some #serious #business \n\n#Thursday bring on #Friday,sadness,0.333
Somehow 90% of the sausage in this pasta I made sunk to the bottom so Im eating sausage with a tiny bit of leftover pasta,sadness,0.333
"@holly_lolly7 I just have serious respect for any man that can pull off a bun better than I can, like maybe they can teach me their ways.",sadness,0.333
"Transparency and openness  is a dull sell for a fans group - want more verbs like buying, defending, building and securing.",sadness,0.333
Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised ,sadness,0.333
No quite sure how Craig Gordons stayed on the park there !!,sadness,0.333
@courtneymee Im 3 days sober dont wanna ruin it,sadness,0.333
I wanna see you smile I dont wanna see you make a frown,sadness,0.333
